,Acetivibrio,Acetoanaerobium,Acidaminococcus,Aciduliprofundum,Actinomyces,Acyrthosiphon,Adlercreutzia,Aerococcus,Aeromonas,Afipia,Agrobacterium,Akkermansia,Alicyclobacillus,Alistipes,Alloprevotella,Amycolatopsis,Anaerobium,Anaeroglobus,Anaerosporomusa,Anaerostipes,Anaerotruncus,Ascaris,Asticcacaulis,Atopobium,Azospirillum,Bacillus,Bacteroides,Barnesiella,Bifidobacterium,Bilophila,Blastopirellula,Blautia,Brachyspira,Brenneria,Burkholderia,Butyricicoccus,Butyrivibrio,Camponotus,Campylobacter,Candidatus Izimaplasma,Candidatus Solibacter,Candidatus Stoquefichus,Capnocytophaga,Catenibacterium,Catonella,Cecembia,Cellulosilyticum,Chlamydia,Chryseobacterium,Cloacibacillus,Clostridium,Collinsella,Coprobacillus,Coprobacter,Coprococcus,Corallococcus,Corynebacterium,Cryptobacterium,Dehalobacter,Desulfitobacterium,Desulfococcus,Desulfovibrio,Dialister,Dietzia,Dokdonia,Dorea,Dyadobacter,Dysgonomonas,Eggerthella,Enterobacter,Enterococcus,Enterorhabdus,Erysipelatoclostridium,Escherichia,Eubacterium,Faecalibacterium,Flavobacterium,Flavonifractor,Fusicatenibacter,Fusobacterium,Gemella,Geobacter,Gordonibacter,Granulicatella,Granulicella,Halomonas,Halopiger,Herbinix,Holdemanella,Holdemania,Hungatella,Hymenobacter,Intestinibacter,Johnsonella,Klebsiella,Kocuria,Lachnoanaerobaculum,Lachnoclostridium,Lachnospira,Lactobacillus,Lactococcus,Legionella,Leptolyngbya,Macellibacteroides,Magnetospira,Mannheimia,Marvinbryantia,Megamonas,Megasphaera,Methanobrevibacter,Methanomassiliicoccus,Mitsuokella,Moorella,Mycobacterium,Mycoplasma,Naegleria,Neisseria,Niabella,Nitrosopumilus,Nitrospira,Odoribacter,Olsenella,Oreochromis,Oribacterium,Ornithobacterium,Oryza,Oscillibacter,Ostreococcus,Oxobacter,Paenibacillus,Paludibacter,Parabacteroides,Paraprevotella,Parvimonas,Pediococcus,Pedobacter,Peptoanaerobacter,Peptoclostridium,Peptoniphilus,Peptostreptococcus,Phascolarctobacterium,Planktothrix,Pleurocapsa,Polaromonas,Porphyromonas,Prevotella,Proteiniphilum,Providencia,Pseudarthrobacter,Pseudobacteroides,Pseudoflavonifractor,Pseudoramibacter,Pyramidobacter,Raoultella,Rhizoctonia,Rhodobacter,Robinsoniella,Roseburia,Roseiflexus,Roseovarius,Ruminiclostridium,Ruminococcus,Ruthenibacterium,Sanguibacteroides,Sediminicola,Shuttleworthia,Sinorhizobium,Slackia,Solobacterium,Sporolactobacillus,Staphylococcus,Stegodyphus,Stenotrophomonas,Stomatobaculum,Streptococcus,Streptomyces,Subdoligranulum,Succinatimonas,Sulfurospirillum,Sutterella,Tannerella,Tepidanaerobacter,Tetragenococcus,Thalassiosira,Thermaerobacter,Thermoanaerobacter,Thermosulfidibacter,Thermovenabulum,Treponema,Tribonema,Turicibacter,Tyzzerella,Variovorax,Veillonella,Vibrio
Mycoplasma,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9655174314346981,1.0,0.9916838061387037,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9968067788828616,0.9888648982610232,1.0,0.996266100968134,0.907680061614808,1.0,0.995868687670318,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9799673351361482,1.0,1.0,1.0,1.0,1.0,1.0,0.9961929194547152,0.9911612858269474,1.0,1.0,0.9947408229278992,1.0,1.0,1.0,1.0,1.0,1.0,0.9698459402231059,1.0,1.0,1.0,0.9938108491097776,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9908438983709837,0.9906429497408903,1.0,1.0,0.9915139635779331,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9946526438915602,1.0,1.0,1.0,1.0,1.0,1.0,0.9993259442891591,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9008646972824849,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naegleria,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9991994192801192,1.0,1.0,1.0,1.0,1.0,0.9957563011408914,1.0,1.0,1.0,1.0,1.0,1.0,0.9986661884166399,1.0,1.0,0.9961251235998428,1.0,0.999981128052073,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9994325874623723,1.0,1.0,1.0,0.9997982914218086,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9992138023337691,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999616576688399,0.999640519564926,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9997070979855982,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neisseria,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.999672849434433,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.951721430521607,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niabella,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9992180790045345,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9968727507604234,1.0,0.9998178498936237,1.0,1.0,0.9999554164521625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.999961432855349,0.999080810290643,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998773414701165,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.999607254908918,0.9972224250999807,1.0,0.9938529696801883,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9958884866802681,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nitrosopumilus,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9939967713910393,1.0,0.9929752236913371,1.0,0.0,1.0,1.0,1.0,1.0,0.9959283783147751,1.0,1.0,1.0,1.0,1.0,0.9948222164880608,1.0,1.0,1.0,1.0,0.904063280074686,1.0,1.0,1.0,0.9994674205960374,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9942151238922353,1.0,1.0,1.0,1.0,1.0,1.0,0.9873945261370944,0.9992366845416267,1.0,1.0,0.9482117382740467,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9973861938789869,1.0,1.0,1.0,1.0,1.0,1.0,0.9786728925703815,1.0,0.9925827364735335,0.9810682896009627,1.0,1.0,0.9820327771247517,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.972496401664962,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nitrospira,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9979348848135402,1.0,0.9839270061385795,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.997945995314702,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9994449631977451,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.998321002636475,0.9978002729247535,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9962738977677125,0.9974823970747098,1.0,1.0,0.9998154666498106,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998899763702129,0.9986402235081588,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Odoribacter,1.0,1.0,1.0,1.0,0.9358915643459225,1.0,0.966466703443813,0.9834043021917124,1.0,0.9931983708270165,1.0,0.8843962346990518,1.0,0.7644783069926673,1.0,0.9931983708270165,0.997211208576252,1.0,0.9994847013547447,0.9953604049762252,0.994128913157338,0.9976436557197745,1.0,1.0,1.0,0.997380170532305,0.8032905678239928,0.9671905361305836,0.9417738482392379,0.9413890797005633,1.0,0.8930888519083049,0.9733938958709185,1.0,1.0,0.9559219092128709,0.9834043021917124,1.0,0.9834043021917124,1.0,1.0,0.9970854289052449,1.0,0.9813436479060269,1.0,1.0,0.9982868665345618,1.0,1.0,1.0,0.856643058083906,0.887113780832861,0.992515637076335,0.9992243044262248,0.9237042044733762,0.9816337852723425,0.992764675795063,1.0,0.9993799502054891,1.0,0.9990905143018155,0.9137111417961172,0.9951383650662966,1.0,1.0,0.9128824596942093,1.0,0.9924351825299853,0.9568609997836763,1.0,0.9919399310410133,0.9834043021917124,0.983367724635904,0.9834043021917124,0.8508342355188686,0.8739349300605098,0.9965307074646714,0.9348740599336804,0.9899672007610719,1.0,0.9667112366372,0.9997882930283783,0.9593025166205326,1.0,1.0,1.0,1.0,0.97725347159592,0.9233315900819639,0.9947486232967392,0.9618887926650592,0.9997383081945043,0.9834043021917124,1.0,1.0,1.0,1.0,0.953887478273236,0.9834043021917124,0.9705836143359594,1.0,0.9997845017841841,1.0,0.9943814558153427,1.0,1.0,0.9946153924447884,1.0,1.0,1.0,1.0,1.0,0.990308087933452,0.9834043021917124,0.9894581261823178,1.0,1.0,1.0,0.9931983708270165,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Olsenella,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9984209331310236,1.0,0.9973266708872183,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9955196946024074,1.0,0.9976128614196662,0.986451578143143,1.0,0.9997603268891951,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9933218687444534,0.9968165245296072,1.0,1.0,0.9848153452867511,1.0,1.0,1.0,1.0,1.0,1.0,0.9997399281141035,1.0,1.0,1.0,0.9972566737324966,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9009149114145849,0.9972516315354742,1.0,1.0,0.9926476420150406,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9957734515853806,1.0,1.0,1.0,1.0,1.0,1.0,0.9840613087600091,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oreochromis,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9971839139888629,1.0,0.996332574269559,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9985292449265069,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.999119396874379,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9992602351963568,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oribacterium,1.0,1.0,1.0,1.0,0.9954094988542184,1.0,0.9946381418594935,1.0,1.0,1.0,1.0,0.9840392847691858,1.0,0.9895646925939694,1.0,1.0,1.0,1.0,1.0,1.0,0.998140872708882,1.0,1.0,1.0,1.0,1.0,0.9886613725397638,1.0,0.9877128992809127,0.9946381418594935,1.0,0.9812658160147384,0.0623129198930964,1.0,1.0,0.993684823799753,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9846808681464544,0.9823639324132885,1.0,1.0,0.9968711876177356,1.0,1.0,1.0,1.0,1.0,1.0,0.996119059180272,1.0,1.0,1.0,0.9881254074563309,1.0,1.0,0.9946381418594935,1.0,1.0,1.0,0.9964997413354071,1.0,0.988363914515394,0.9869615894786339,1.0,0.9813873965072551,1.0,1.0,0.9876136669056841,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9126537378232006,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99805636104632,1.0,0.9966354510733381,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9677421195686495,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ornithobacterium,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9997579234526308,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9997323542965151,1.0,1.0,0.9984466988192671,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999018760479146,1.0,1.0,0.9987694683720203,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9995668217167156,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99969320907566,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oryza,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999157050505435,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999340535404078,1.0,1.0,1.0,1.0,0.9998813196441226,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9996012088983443,0.9982106272215184,1.0,1.0,0.9975059438197644,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.995554406457193,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998792665567877,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oscillibacter,1.0,1.0,1.0,1.0,0.981425349466155,0.9679932534234805,0.9879063307045368,0.9946460285886528,1.0,0.9618307998012098,0.9961320098858798,0.9491029668317851,1.0,0.9460836980397018,1.0,0.9618307998012098,1.0,0.9998975397372513,1.0,0.9279724396846106,0.9923847127073352,1.0,1.0,0.9994180086231789,1.0,1.0,0.9410226010125011,0.9995338356538878,0.9625025283541037,0.9657074832225419,0.9959627548334473,0.9291954032246433,1.0,1.0,1.0,0.9146842854235799,0.9936580096373556,0.9940530170772207,0.9926563211540878,1.0,1.0,0.9985793462343435,1.0,0.9683055501842006,1.0,1.0,0.9992892830033919,0.9998369245814971,1.0,1.0,0.9275890310108847,0.9338615486368552,0.9955053096837466,0.9996915883804612,0.8470631034272056,0.9939276781689351,0.9998369245814971,0.9945565612984015,0.9802963823141472,1.0,1.0,0.9556198408193479,0.9951782662980447,1.0,1.0,0.9497319004364383,1.0,1.0,0.9867536449765141,1.0,0.9946460285886528,0.9946460285886528,0.9693343337463779,0.9946460285886528,0.9052875910149265,0.8706079407546488,1.0,0.9469410118740311,0.9688119975627872,1.0,0.9938203070264272,1.0,0.9880847577180445,1.0,1.0,1.0,1.0,0.9942337485674565,0.9455633128620476,0.9914635123789101,0.9813053450084279,1.0,0.9946460285886528,1.0,1.0,1.0,1.0,0.931100160038124,0.9946460285886528,0.9933057027452952,1.0,0.9994955571202645,0.9866030484490674,1.0,1.0,0.9679932534234805,0.9980314490951502,1.0,0.9843857292133155,1.0,1.0,1.0,0.9977309649792492,0.9946460285886528,0.9961707244763139,1.0,1.0,1.0,0.9618307998012098,0.9987231350339424,0.9457504851914248,1.0,1.0,0.9946381418594935,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ostreococcus,1.0,1.0,1.0,1.0,0.8673330369792349,1.0,1.0,1.0,1.0,1.0,1.0,0.9397318965893408,1.0,0.996270643324313,1.0,1.0,1.0,1.0,1.0,1.0,0.9987445356521643,1.0,1.0,1.0,1.0,1.0,0.9904751270963066,1.0,0.9988373341715733,0.9982712478455309,1.0,0.9946545150800676,1.0,1.0,1.0,0.9968524202241963,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.993312035429565,1.0,1.0,1.0,1.0,1.0,1.0,0.9922400545765977,0.9351031743494669,1.0,1.0,0.9969668645586792,1.0,1.0,1.0,1.0,1.0,1.0,0.9997959537172091,1.0,1.0,1.0,0.9957432328935412,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9962614799738966,0.9941670315756925,1.0,0.9786128496052184,1.0,1.0,0.6326653624775647,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9763700563563873,1.0,1.0,1.0,1.0,1.0,1.0,0.9977649934179663,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9963298228787518,1.0,1.0,1.0,1.0,1.0,0.9991830532858951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oxobacter,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paenibacillus,1.0,1.0,1.0,1.0,1.0,1.0,0.9791370521831315,1.0,1.0,1.0,1.0,0.9984068150570257,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9212495054490523,1.0,0.9999551449707003,1.0,1.0,1.0,1.0,0.9943324587428969,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9981288919494089,0.9992769717148559,1.0,1.0,0.990767194703308,1.0,1.0,1.0,1.0,1.0,1.0,0.9981530114694024,1.0,1.0,1.0,0.9950731200323898,1.0,1.0,0.9868484033069458,1.0,1.0,1.0,1.0,1.0,0.9987313757098717,0.9975427083756454,1.0,0.9781755829379366,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9989991418595666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paludibacter,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9987871472871498,1.0,0.9999344956264369,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9959323511264809,1.0,0.999717167588328,1.0,1.0,0.9950114153757817,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.999715769590191,0.9983172201379165,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9996508654446437,1.0,0.9817446961376474,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9988058132360164,1.0,1.0,0.9982073177879143,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9977293892616106,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parabacteroides,1.0,0.9999612788773297,1.0,0.9999529245152872,0.9843611131106236,1.0,0.9934007162375269,1.0,1.0,0.9989742401114111,1.0,0.9272480358201802,0.9998677534867655,0.8867339959211687,0.9686639484734482,0.9989742401114111,0.9999541894485967,1.0,0.9992032785613492,0.9914504932040267,0.9961401923633878,0.999769831851098,1.0,0.9985000148568018,1.0,0.9976258066333757,0.8319939848019907,0.9818800119973905,0.9508575255882816,0.9659110616797605,1.0,0.9612586842873194,0.9982231284699586,0.9998217029184214,1.0,0.9782325242989858,0.9995986049585457,1.0,0.9995807921796805,1.0,1.0,0.9662890081693934,1.0,0.9814971433537338,1.0,0.9991093651145594,0.99964266114138,0.9979715455789252,0.9997406644248314,1.0,0.9262009378171386,0.9161447807411279,0.9867424025720941,1.0,0.9305790101400246,0.999882191877953,0.9991782442736558,0.9975062309366884,0.9948987665896745,1.0,0.9986549171850846,0.9432930076654038,0.9908229144344823,0.9995691815544648,0.9998801211716213,0.9053406233563422,1.0,0.9993784371366284,0.9906497429384705,1.0,1.0,1.0,0.9686574847050341,1.0,0.9469930060067543,0.9041200716955289,0.9977119448958168,0.982404498055334,0.9855571182681586,1.0,0.9959003261655883,0.9999746954808095,0.9967223237110785,1.0,0.9998287195211538,1.0,0.9990042384174985,0.9985526339349885,0.9050269266577935,0.9961250884503735,0.9693289180711973,1.0,1.0,1.0,1.0,1.0,1.0,0.973964573333733,1.0,0.9961908502994451,1.0,0.995817154383054,1.0,0.9928932568996888,1.0,1.0,0.9999293561804483,1.0,1.0,1.0,1.0,0.9990042384174985,0.9959164042001198,0.9987952832791326,0.9947258878225436,0.99988637108562,1.0,0.9686639484734482,0.9989742401114111,0.9987704844355096,0.9314257471998255,0.9996161541070642,0.9973931083252318,0.9928222099484866,1.0,1.0,0.9591642879933155,0.9986838257156538,1.0,1.0,0.9986966785757648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
