,Acetivibrio,Acetoanaerobium,Acidaminococcus,Acidobacterium,Aciduliprofundum,Actinomyces,Acyrthosiphon,Adlercreutzia,Aerococcus,Aeromonas,Afipia,Agrobacterium,Akkermansia,Alistipes,Allofrancisella,Alloiococcus,Alloprevotella,Anaerobium,Anaerococcus,Anaerofustis,Anaeroglobus,Anaerosporomusa,Anaerostipes,Anaerotruncus,Arcobacter,Ascaris,Asticcacaulis,Atopobium,Azospirillum,Bacillus,Bacteroides,Barnesiella,Bifidobacterium,Bilophila,Blastopirellula,Blautia,Burkholderia,Butyricicoccus,Butyrivibrio,Camponotus,Campylobacter,Candidatus Izimaplasma,Candidatus Phytoplasma,Candidatus Solibacter,Candidatus Stoquefichus,Capnocytophaga,Catenibacterium,Catonella,Cecembia,Cellulosilyticum,Chlamydia,Chryseobacterium,Cloacibacillus,Clostridium,Collinsella,Coprobacillus,Coprobacter,Coprococcus,Corallococcus,Coriobacterium,Corynebacterium,Dehalobacter,Desulfitobacterium,Desulfosporosinus,Desulfovibrio,Devosia,Dialister,Dokdonia,Dorea,Dyadobacter,Dysgonomonas,Eggerthella,Enterobacter,Enterococcus,Enterorhabdus,Erysipelatoclostridium,Eubacterium,Faecalibacterium,Flavobacterium,Flavonifractor,Fusicatenibacter,Fusobacterium,Gemella,Gemmatimonas,Geobacillus,Gordonibacter,Granulicatella,Granulicella,Haematobacter,Halomonas,Helicobacter,Herbinix,Holdemanella,Holdemania,Hungatella,Intestinibacter,Johnsonella,Klebsiella,Lachnoanaerobaculum,Lachnoclostridium,Lachnospira,Lactobacillus,Lactococcus,Leptolyngbya,Macellibacteroides,Mageeibacillus,Marvinbryantia,Megamonas,Megasphaera,Methanobrevibacter,Methanomassiliicoccus,Mitsuokella,Mogibacterium,Moorella,Mycobacterium,Mycoplasma,Naegleria,Nitrosopumilus,Odoribacter,Oenococcus,Olsenella,Oribacterium,Oryctes,Oryza,Oscillibacter,Ostreococcus,Paludibacter,Parabacteroides,Paraclostridium,Paraprevotella,Parvimonas,Pedobacter,Peptoanaerobacter,Peptoclostridium,Peptoniphilus,Peptostreptococcus,Phascolarctobacterium,Pirellula,Planktothrix,Polaromonas,Porphyromonas,Prevotella,Proteiniphilum,Pseudarthrobacter,Pseudoflavonifractor,Pseudoramibacter,Pyramidobacter,Raoultella,Rhodobacter,Robinsoniella,Roseburia,Roseiflexus,Roseovarius,Ruminiclostridium,Ruminococcus,Ruthenibacterium,Sanguibacteroides,Selenomonas,Shuttleworthia,Slackia,Smithella,Solobacterium,Staphylococcus,Stenotrophomonas,Stomatobaculum,Streptococcus,Streptomyces,Subdoligranulum,Succinatimonas,Sulfurospirillum,Sutterella,Tannerella,Tepidanaerobacter,Tetragenococcus,Thalassiosira,Thermaerobacter,Thermoanaerobacter,Thermoanaerobacterium,Thermovenabulum,Treponema,Tumebacillus,Tyzzerella,Variovorax,Veillonella,Vibrio,Virgibacillus
Johnsonella,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.13471210970652614,0.9990969426716216,1.0,1.0,1.0,1.0,0.9979162928975863,1.0,0.9988251369311749,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999732795288521,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999129353821763,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999738380208564,1.0,0.9999369215362408,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Klebsiella,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.999811942666165,1.0,1.0,1.0,1.0,0.99999405766629,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.999924282400811,1.0,1.0,1.0,0.9997119053581012,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999312516332273,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lachnoanaerobaculum,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998467645454115,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9976480636759311,1.0,1.0,1.0,0.9978427822721052,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9971064910665993,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lachnoclostridium,1.0,1.0,0.9997669098007735,1.0,0.997979669846454,0.9739331362819853,0.999828974038352,0.9948174525211548,0.9952305773728711,1.0,0.9611604672119294,1.0,0.9848956840754144,0.9524405267749256,0.9981946605707714,0.9969029068196849,1.0,0.9943298444866762,0.9923467241511841,0.99988755667431,0.9997775290560574,1.0,0.9387773923488344,0.872999969445762,1.0,1.0,0.9998123327281282,0.9499407658154642,0.992948763066451,0.996401795844827,0.8954742967805227,0.9916324006087787,0.9558688211779812,0.9683383291720147,0.993465688297088,0.899467843914714,0.9999797985844551,0.9180306573949351,0.9966882246417442,0.9897507407639413,0.9992495397176935,0.999858922020511,0.9997070251021587,0.9989782632811177,0.9989428360119679,1.0,0.9567844922638374,0.9829557336724413,0.9999050338402391,0.9922790799846294,0.9998497863119712,0.999829418186463,0.9978709747331944,0.7802046880042471,0.916729046943206,0.982406685721574,1.0,0.835783830764991,0.9959526994435004,0.9999587647251501,0.9992363866602948,0.9866454879845655,1.0,1.0,0.97851217314856,1.0,0.99988755667431,0.9999627253182123,0.8953193999992565,1.0,1.0,0.9899656768618619,1.0,1.0,0.99988755667431,0.9645596581037834,0.945355435021968,0.8496497118991407,0.9965023591980475,0.9671313018811459,0.9412744387435783,0.9999666049592691,0.9942061608164589,0.9965023591980475,0.9989428360119679,0.9978709747331944,0.9995999943066022,1.0,0.9997848810354192,0.9917235226880443,0.9978709747331944,0.9884720651643376,0.9854886655652317,0.9989558992252423,0.9661857773459864,0.9861191645597991,0.9999001364770495,1.0,0.9930981328537035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lachnospira,1.0,1.0,1.0,1.0,1.0,0.9266938433273619,1.0,1.0,0.8908154800863816,1.0,1.0,1.0,0.9983100961777831,0.9696165576082676,1.0,1.0,1.0,1.0,1.0,0.6796062968334542,1.0,1.0,1.0,0.9979504190502382,1.0,1.0,1.0,1.0,1.0,1.0,0.9728303954933939,1.0,0.9932118048705336,0.9972348656815057,1.0,0.9932904561502532,1.0,0.9776425343549628,1.0,1.0,0.9427172189551011,1.0,1.0,1.0,1.0,1.0,0.9668389043982432,1.0,1.0,1.0,1.0,1.0,1.0,0.995285718647606,0.9953024153546806,1.0,1.0,0.9731183005600564,0.9991449865824702,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8634718831720485,1.0,0.9996686577427475,1.0,1.0,1.0,1.0,1.0,0.21541921268897712,1.0,0.9896735054980756,0.9975397150386764,1.0,0.9997341355418138,0.9986796883460706,1.0,0.8930993000874891,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.21541921268897712,0.9815390958063575,0.9845518192917061,0.9828233461152263,0.9902452800993427,1.0,1.0,1.0,0.9998685091466181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactobacillus,1.0,1.0,1.0,1.0,1.0,0.9234875166071109,1.0,1.0,0.8950418340231687,1.0,1.0,0.9739586109458761,0.9983100961777831,0.9460609493533482,1.0,1.0,1.0,1.0,1.0,0.8950418340231686,1.0,1.0,1.0,0.9979504190502382,1.0,1.0,1.0,1.0,1.0,1.0,0.9633914018151906,1.0,0.9805941361184184,0.996029921362715,0.9980223890955527,0.9918460356366271,1.0,0.9513939516133622,1.0,1.0,0.9427172189551011,0.9832994663082666,1.0,1.0,1.0,1.0,0.9640773447476069,1.0,1.0,1.0,1.0,1.0,1.0,0.9910309246073136,0.9864679704051104,1.0,1.0,0.9644565934406065,0.9991449865824702,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8950418340231686,1.0,0.9873635455542934,1.0,1.0,1.0,1.0,1.0,0.8950418340231686,1.0,0.9896735054980756,0.986184923647264,1.0,0.9984705229583435,0.99676207169148,1.0,0.8950418340231686,1.0,1.0,1.0,1.0,1.0,1.0,0.9980223890955527,1.0,0.8950418340231686,0.9791694842719998,0.9845518192917061,0.9828233461152263,0.9902452800993427,1.0,1.0,1.0,0.9977678320820261,0.8950418340231686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactococcus,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leptolyngbya,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.898912907360979,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9997084930672773,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9994986493004581,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Macellibacteroides,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9984282453385325,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9820531112532384,0.9495646426446898,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mageeibacillus,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.996282130382154,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999844391489447,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9409611909615498,1.0,1.0,1.0,1.0,1.0,1.0,0.9999788358568225,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999580301357716,1.0,0.9996617784233249,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9910942533487094,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marvinbryantia,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9913427160136018,1.0,1.0,1.0,1.0,1.0,0.9982370773641681,1.0,1.0,1.0,0.39912601589746954,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9966080267441838,0.9983787050595274,0.9975691700258781,1.0,1.0,0.9894957959852997,1.0,1.0,1.0,1.0,0.971972862218527,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9889183206495086,0.999670830761259,1.0,1.0,0.9792910295789797,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9969086363964644,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9982035275708231,1.0,0.9969847672389536,0.9978997195754826,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9913427160136018,1.0,1.0,1.0,1.0,1.0,0.9920029247863732,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Megamonas,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Megasphaera,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999736128691352,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9980824439850761,1.0,1.0,1.0,1.0,0.9988980719481063,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9979959259327019,0.9989146526699905,1.0,1.0,0.9986859708132069,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999581359295494,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9996802592481703,1.0,0.9998941461645947,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9946995082291165,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Methanobrevibacter,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.999255270686503,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Methanomassiliicoccus,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mitsuokella,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9976291836192038,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9970022443667919,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9989791998576836,1.0,0.9983280741672542,1.0,1.0,0.986865756116511,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.993742531803395,0.999439379265136,1.0,1.0,0.998617572481257,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.972119934917422,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998018680932552,0.9772624400583786,1.0,1.0,0.5491005636277859,1.0,0.4972647327546825,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9969029068196849,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mogibacterium,1.0,1.0,1.0,1.0,1.0,0.9266938433273619,1.0,1.0,0.8908154800863816,1.0,1.0,1.0,0.9983100961777831,0.9696165576082676,1.0,1.0,1.0,1.0,1.0,0.6796062968334542,1.0,1.0,1.0,0.9979504190502382,1.0,1.0,1.0,1.0,1.0,1.0,0.9748347603581323,1.0,0.9932118048705336,0.9972348656815057,1.0,0.9933471594697274,1.0,0.9776425343549628,1.0,1.0,0.9427172189551011,1.0,1.0,1.0,1.0,1.0,0.9668389043982432,1.0,1.0,1.0,1.0,1.0,1.0,0.9953627926501547,0.9968103795028848,1.0,1.0,0.9752849941044599,0.9991449865824702,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8634718831720485,1.0,0.9998960233683001,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9896735054980756,0.9978230863294631,1.0,0.9997341355418138,1.0,1.0,0.8930993000874891,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05209804089317949,0.9815390958063575,0.9845518192917061,0.9828233461152263,0.9902452800993427,1.0,1.0,1.0,0.99988755667431,0.21541921268897712,0.8950418340231686,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moorella,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9847223232507539,0.9964433983377825,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9962504469081451,1.0,0.9989748520704208,1.0,1.0,0.9998090770409438,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9940775815301796,0.9985477388162404,1.0,1.0,0.9982145023708596,1.0,1.0,1.0,1.0,1.0,1.0,0.9330915262133338,1.0,1.0,1.0,0.9955106671280163,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.997532451672207,0.9894478437976862,1.0,0.9998544363095717,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9967793591407749,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mycobacterium,1.0,1.0,1.0,1.0,1.0,0.9266938433273619,1.0,1.0,0.8908154800863816,1.0,1.0,1.0,0.9983100961777831,0.9696165576082676,1.0,1.0,1.0,1.0,1.0,0.6796062968334542,1.0,1.0,1.0,0.9979504190502382,1.0,1.0,1.0,1.0,1.0,1.0,0.9735544614558309,1.0,0.9932118048705336,0.9972348656815057,1.0,0.9933471594697274,1.0,0.9776425343549628,1.0,1.0,0.9427172189551011,1.0,1.0,1.0,1.0,1.0,0.9668389043982432,1.0,1.0,1.0,1.0,1.0,1.0,0.9944139271780698,0.9968103795028848,1.0,1.0,0.9662029877082656,0.9991449865824702,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8634718831720485,1.0,0.9996331175858901,1.0,1.0,1.0,1.0,1.0,0.6706515885837372,1.0,0.9895844292751981,0.9978230863294631,1.0,0.9997341355418138,1.0,1.0,0.8930993000874891,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6706515885837372,0.9815390958063575,0.9845518192917061,0.9828233461152263,0.9902452800993427,1.0,1.0,1.0,0.9996536375537672,0.6706515885837372,0.8950418340231687,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6706515885837372,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mycoplasma,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9847223232507539,0.9964433983377825,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9962504469081451,1.0,0.9989748520704208,1.0,1.0,0.9998090770409438,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9940775815301796,0.9985477388162404,1.0,1.0,0.9982145023708596,1.0,1.0,1.0,1.0,1.0,1.0,0.9429853996092643,1.0,1.0,1.0,0.9955106671280163,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.997532451672207,0.9894478437976862,1.0,0.9998544363095717,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9967793591407749,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9429853996092643,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naegleria,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9996835616908143,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.998116292772784,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9987094300827448,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.998935534677617,1.0,1.0,1.0,0.9997975835481446,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9994261937017814,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998622286754792,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9983561086902317,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
